名稱,代號,2024配息率,2023配息率,2022配息率,2021配息率,平均配息率,23Q1營收,23Q1EPS,23Q2營收,23Q2EPS,23Q3營收,23Q3EPS,23Q4營收,23Q4EPS,2023EPS,股價,24Q1營收,24Q1EPS,24Q2營收,24Q2EPS,24Q3營收,24Q3EPS,10月營收,11月營收,12月營收
力肯,"=""1570""",278.0,47.6,38.3,86.0,112.475,1.37,0.27,0.99,0.06,0.7,0.01,0.87,0.02,0.36,27.55,0.96,0.14,2.61,0.89,2.2,0.72,0.49,0.49,0.55
新麥,"=""1580""",74.9,89.6,68.9,100.0,83.35,8.83,2.31,11.6,3.04,12.6,4.14,12,2.53,12.01,152.0,9.43,2.73,12.3,3.88,12.4,3.45,4.21,4.31,5.28
信錦,"=""1582""",78.7,100.0,261.0,64.0,125.925,18.3,0.3,21.6,1.38,25.2,2.03,22.6,1.46,5.12,95.1,21.5,1.73,25.3,2.32,24.7,1.52,6.56,7.31,8.68
程泰,"=""1583""",61.9,46.7,75.8,68.3,63.175,11.5,1.25,14.3,0.94,13,2.44,14.3,1.84,6.46,60.7,9.48,0.36,12.5,1.52,11.2,1.53,3.62,3.48,4.01
精剛,"=""1584""",49.8,62.5,43.5,0.0,38.95,6.24,0.33,6.59,0.52,6.79,0.49,7.85,1.73,3.01,26.9,5.93,0.3,8.24,1.0,8.23,0.44,2.09,2.08,2.23
和勤,"=""1586""",-15.0,37.7,51.1,47.4,30.300000000000004,4.81,-0.7,5.45,-0.1,5.87,-0.13,6.97,0.26,-0.67,27.5,6.51,0.33,6.01,0.08,6.65,0.01,1.98,2.26,2.33
吉茂,"=""1587""",-376.0,78.6,57.6,75.2,-41.14999999999999,5.42,0.09,5.76,0.3,4.99,0.22,5.06,0.0,0.61,33.7,4.96,0.04,5.17,-0.4,5.5,-0.09,1.9,1.76,2.25
永冠-KY,"=""1589""",0.0,0.0,30.8,31.2,15.5,22.2,0.62,23.4,0.73,19.4,-1.85,21.7,-1.76,-2.35,36.6,14.2,-4.62,17.4,-3.33,18.5,2.82,6.42,7.44,8.1
亞德客-KY,"=""1590""",50.8,43.6,39.5,35.7,42.400000000000006,69.1,8.11,80,8.52,75.6,9.7,73.6,8.5,34.83,880.0,72.1,9.15,84.3,11.31,73.8,8.66,23.03,25.66,27.77
駿吉-KY,"=""1591""",0.0,78.3,32.5,17.9,32.175,0.2,-0.45,0.08,-0.2,0.25,-0.31,0.19,-0.48,-1.43,52.7,0.37,-0.47,0.7,-0.35,0.56,-0.64,0.11,0.04,0.37
祺驊,"=""1593""",0.0,42.9,73.4,79.8,49.025000000000006,2.38,0.22,2.77,0.56,2.68,0.22,2.83,0.26,1.28,34.5,2.43,0.0,2.63,0.43,2.9,0.58,0.93,1.14,1.17
川寶,"=""1595""",96.0,41.8,50.9,278.0,116.675,3.19,0.27,4.93,0.71,3.39,0.53,2.58,-0.47,1.04,46.35,2.07,0.36,2.08,-0.19,2.62,-0.28,0.74,0.86,0.78
直得,"=""1597""",97.2,66.8,37.5,47.7,62.3,3.07,0.43,2.86,0.5,2.45,0.29,2.36,-0.1,1.12,102.5,2.54,0.41,2.5,0.22,2.8,0.15,0.82,0.88,0.82
岱宇,"=""1598""",0.0,-82.0,72.3,63.9,13.55,22.5,-0.9,15.0,-0.29,16.7,0.17,23.8,0.01,-0.88,30.3,17.6,0.22,15.0,-0.7,15.9,-0.84,6.35,7.9,9.44
宏佳騰,"=""1599""",0.0,39.9,63.6,64.0,41.875,3.4,-0.68,3.82,0.14,9.46,1.2,4.76,-0.7,-0.06,29.0,4.58,-0.49,4.4,0.1,9.1,1.33,2.47,1.23,1.12
華電,"=""1603""",43.5,24.2,28.1,24.4,30.050000000000004,8.75,0.41,9.73,0.7,12,1.08,9.64,0.79,2.99,34.6,10.3,0.67,11.4,0.51,11.7,1.02,3.97,4.23,3.76
聲寶,"=""1604""",75.0,82.4,59.7,51.4,67.125,23.5,0.5,24.4,0.64,21.2,0.56,19.7,0.31,2.0,28.0,24.8,0.61,24.3,0.66,22.6,0.47,6.96,7.74,8.44
華新,"=""1605""",83.3,33.0,37.5,44.1,49.475,507,0.56,494,0.27,463,0.49,433,0.01,1.32,24.25,405,0.22,483,0.55,438,0.09,147.75,181.59,136.58
華榮,"=""1608""",44.8,-444.0,45.9,92.1,-65.30000000000001,25,0.84,22.6,0.53,24.2,0.17,25.7,0.69,2.23,25.1,26.2,0.69,31.6,0.5,28.7,0.2,8.62,8.97,9.16
大亞,"=""1609""",30.7,38.7,15.2,24.1,27.175000000000004,62.9,2.62,62.6,0.69,66.3,0.27,72.5,0.42,3.91,40.25,67,0.34,76.2,1.24,79.1,0.33,25.02,28.55,26.15
中電,"=""1611""",109.0,125.0,93.0,130.0,114.25,3.29,0.12,3.1,0.12,3.4,0.13,3.82,0.09,0.46,14.8,2.84,0.18,3.03,0.15,2.77,0.1,0.9,1.03,1.03
宏泰,"=""1612""",101.0,134.0,32.8,73.2,85.25,13.6,0.5,14.5,0.55,16.4,0.38,17.5,0.56,1.99,30.8,14.6,0.58,18.3,0.9,15.4,0.44,5.84,7.44,4.33
三洋電,"=""1614""",86.5,87.8,86.8,69.8,82.72500000000001,13.9,0.19,16.5,0.42,15.3,0.39,11.9,0.24,1.24,38.7,12.6,0.07,15.3,0.08,16.1,0.32,3.72,4.29,4.73
大山,"=""1615""",44.9,51.7,61.2,44.9,50.675,10.7,0.61,9.91,0.58,14.4,1.06,14.4,1.02,3.21,57.8,13,0.99,14.2,1.12,16.8,1.14,4.99,3.64,6.02
億泰,"=""1616""",31.1,0.0,0.0,0.0,7.775,8.88,0.09,10.3,0.33,9.87,0.19,12.1,0.59,1.19,17.75,10.1,0.14,11.3,-0.06,12,0.42,4.18,4.78,3.6
榮星,"=""1617""",313.0,90.9,56.8,58.8,129.875,6.84,0.18,6.75,0.15,7.57,0.12,7.11,-0.34,0.09,15.65,6.88,0.15,9.34,0.28,8.93,-0.11,2.92,3.13,2.75
合機,"=""1618""",49.8,46.5,48.1,30.0,43.6,8.07,0.28,9.64,0.39,14.1,0.47,13,0.86,2.01,44.45,9.92,0.62,9.83,0.91,13.5,1.18,2.2,3.12,8.2
艾美特-KY,"=""1626""",176.0,15.4,0.0,53.4,61.2,18.5,-0.22,36.1,1.17,14.6,-0.68,14.9,-0.05,0.17,13.85,17.4,-0.41,33.1,0.35,15.8,-0.58,4.01,4.7,6.38
南僑,"=""1702""",59.5,88.5,50.9,52.1,62.75,52.7,0.54,57.2,0.97,58.1,1.12,58.8,1.56,4.2,49.7,55.9,1.45,58.7,1.08,59.9,0.57,19.82,20.28,22.77
葡萄王,"=""1707""",68.4,70.1,69.2,68.5,69.05,22.2,1.89,26.6,2.28,25.5,2.48,32,3.16,9.81,146.0,23.5,1.74,27.6,2.21,29,2.81,8.79,10.84,11.92
東鹼,"=""1708""",-1364.0,62.0,74.3,118.0,-277.425,16.1,-0.55,14.1,-0.37,13.9,0.42,14.7,0.37,-0.11,37.2,14.4,0.81,16.2,1.16,16.2,1.17,5.92,5.38,5.56
和益,"=""1709""",43.5,65.9,85.4,103.0,74.45,24.6,0.2,24.1,0.26,23.3,0.33,22.3,0.09,0.88,20.5,25.5,0.39,29.8,0.58,25.8,0.41,6.61,7.76,7.69
東聯,"=""1710""",66.7,500.0,68.0,0.0,158.675,52.2,0.72,52.4,-0.09,52.7,-0.17,50.9,-0.16,0.3,14.7,51.6,0.03,65.0,0.01,65.3,0.06,14.97,19.63,21.38
永光,"=""1711""",93.8,51.5,58.1,76.9,70.075,19.4,0.07,19.1,0.02,20.7,0.08,19.4,-0.01,0.16,21.15,19.0,0.06,22.0,0.22,20.4,0.08,6.42,6.65,7.25
興農,"=""1712""",112.0,71.4,82.2,76.5,85.525,51.2,0.76,45.8,0.67,48.9,0.59,45.2,0.49,2.5,44.7,50.1,0.81,49,0.55,46.6,0.58,16.05,13.42,14.12
國化,"=""1713""",60.3,52.9,81.7,108.0,75.725,1.23,0.59,1.05,0.62,1.19,0.76,1.3,0.35,2.32,49.5,1.17,0.41,1.53,2.25,1.05,0.31,0.57,0.48,0.49
和桐,"=""1714""",50.0,27.0,58.3,41.7,44.25,52.1,0.14,47.1,0.17,51.8,0.19,51.8,0.1,0.6,8.04,46.2,0.29,48.7,-0.02,51.0,0.08,20.2,20.49,18.59
長興,"=""1717""",62.5,55.8,52.4,73.2,60.975,95.8,0.12,108,0.3,113,0.51,108,0.35,1.28,28.15,100,0.38,116,0.38,113,0.39,35.27,37.73,39.68
中纖,"=""1718""",0.0,0.0,,13.7,3.425,91.1,-0.34,96.1,-0.17,100.0,0.0,86.4,-0.67,-1.18,7.49,104.0,0.01,107.0,0.07,106.0,0.14,47.95,38.6,42.37
生達,"=""1720""",57.8,54.8,63.3,61.4,59.325,14.9,1.18,15.1,1.33,16.5,1.25,15.9,0.9,4.67,60.9,16.1,1.41,17.6,1.21,17.4,1.22,5.37,5.95,5.4
三晃,"=""1721""",0.0,30.3,0.0,20.6,12.725,5.75,-0.3,5.0,-0.43,5.23,-0.42,5.88,-0.35,-1.5,15.5,5.4,-0.44,6.08,-0.22,6.48,-0.11,0.01,0.01,0.01
台肥,"=""1722""",65.0,91.9,90.3,92.0,84.8,34.3,0.52,60.3,2.65,29.2,0.62,26.3,0.21,4.0,52.3,33,0.33,29.2,0.46,29.6,0.75,0.12,0.12,0.13
中碳,"=""1723""",64.7,68.2,84.6,90.6,77.025,22.7,1.4,22.9,2.08,18.4,1.45,19.1,1.25,6.18,91.8,17.3,1.2,20.3,1.49,21,1.48,6.33,5.57,5.99
元禎,"=""1725""",77.3,71.4,69.9,70.1,72.175,19,0.11,18.3,0.22,19.2,0.69,18.5,0.09,1.1,32.5,19.2,0.25,20.3,0.34,21.6,1.08,8.26,7.69,6.87
永記,"=""1726""",68.2,69.6,64.2,68.2,67.55,24.6,1.3,21.7,1.17,21.9,1.35,25.3,1.31,5.13,75.5,22.9,1.48,22.3,1.18,23.5,1.16,8.2,8.76,9.59
中華化,"=""1727""",73.5,65.9,28.0,0.0,41.85,4.43,0.27,4.22,0.14,4.35,0.06,4.25,-0.08,0.39,28.15,4.56,-0.01,5.35,0.22,5.91,0.22,2.04,1.69,1.27
花仙子,"=""1730""",80.2,79.7,70.1,73.5,75.875,6.99,1.16,6.23,0.86,6.36,0.81,6.58,0.82,3.65,53.1,6.66,0.82,6.02,1.04,6.28,1.08,2.3,2.2,1.79
美吾華,"=""1731""",90.6,90.2,94.4,77.5,88.17500000000001,3.45,0.4,3.15,0.36,3.04,0.3,3.37,0.22,1.27,22.8,4.08,0.44,3.5,0.35,3.52,0.3,1.21,1.28,1.27
毛寶,"=""1732""",0.0,0.0,76.1,54.9,32.75,1.35,-0.05,1.53,0.02,1.29,0.01,1.37,-0.12,-0.14,29.8,1.49,0.11,1.52,0.12,1.44,0.08,0.45,0.46,0.57
五鼎,"=""1733""",94.8,76.9,64.0,115.0,87.675,4.37,0.36,4.17,0.27,4.12,0.38,4.1,0.15,1.16,30.85,4.51,0.29,4.38,0.27,5.1,0.33,1.57,1.27,1.71
杏輝,"=""1734""",44.6,74.6,-87.0,-118.0,-21.450000000000003,7.71,0.48,7.28,0.65,7.16,0.45,7.49,0.66,2.24,30.75,7.77,0.66,7.69,0.39,7.5,0.26,2.89,2.73,2.91
日勝化,"=""1735""",65.8,143.0,0.0,67.6,69.1,5.71,0.21,5.49,0.01,6.3,0.3,6.17,0.24,0.76,19.45,6.23,0.3,6.73,0.22,6.86,0.19,2.14,2.32,2.18
喬山,"=""1736""",42.7,42.3,385.0,50.0,130.0,70.4,-2.14,86.4,1.1,96.8,1.22,127,2.16,2.34,178.5,80.3,-0.46,103,0.96,121,1.57,45.31,52.12,76.14
臺鹽,"=""1737""",80.0,70.4,76.1,73.8,75.075,8.65,0.54,8.59,0.19,9.21,0.76,7.64,0.01,1.5,31.75,8.13,0.52,8.04,0.5,8.39,0.45,2.66,2.51,2.65
台蠟,"=""1742""",0.0,0.0,3.85,0.0,0.9625,1.04,0.27,1.26,0.2,0.61,0.85,1.01,-0.9,0.41,17.35,0.59,1.19,0.76,0.34,0.51,-0.31,0.19,0.17,0.1
南光,"=""1752""",102.0,65.9,92.8,87.9,87.15,5.73,0.93,5.24,0.92,5.37,0.46,5.16,-0.34,1.96,41.3,5.28,0.54,5.12,0.44,5.8,0.58,2.16,1.65,1.98
寶齡富錦,"=""1760""",167.0,93.9,114.0,194.0,142.225,4.09,0.26,4.7,0.2,4.75,0.09,5.29,0.35,0.9,82.2,4.99,0.51,5.06,0.23,5.01,0.32,1.3,2.36,1.57
中化生,"=""1762""",23.4,21.6,25.1,21.9,23.0,7.65,2.31,5.26,0.38,3.39,0.15,4.55,0.57,3.42,33.2,2.52,0.52,4.61,0.27,3.48,-0.11,0.77,1.04,1.06
勝一,"=""1773""",50.7,49.3,37.1,53.5,47.65,24.4,1.47,23.3,1.64,25.2,1.55,25.6,1.65,6.31,155.0,26.5,1.6,26.4,1.85,28.8,1.91,9.7,9.69,9.56
展宇,"=""1776""",128.0,222.0,73.2,154.0,144.3,3.19,0.08,2.43,-0.05,3.13,0.09,3.32,0.27,0.39,20.1,2.81,0.24,2.95,0.18,3.21,0.23,1.07,1.13,1.23
生泰,"=""1777""",62.2,45.3,33.5,64.4,51.35,2.67,1.47,2.45,1.51,3.3,2.07,2.72,0.57,5.63,92.3,2.7,1.96,3.43,2.21,3.31,2.6,1.11,1.09,0.94
合世,"=""1781""",0.0,0.0,0.0,0.0,0.0,1.3,-0.25,1.42,-0.38,2.13,0.5,1.16,-0.57,-0.7,17.4,2.02,0.3,1.17,-0.23,2.27,0.29,0.61,0.48,0.52
和康生,"=""1783""",53.7,30.3,0.0,80.3,41.075,1.43,0.52,1.71,0.74,1.59,0.47,1.49,0.2,1.86,51.8,1.27,0.32,1.74,0.66,1.74,0.56,0.62,0.74,0.7
訊聯,"=""1784""",53.5,40.7,155.0,27.9,69.27499999999999,2.58,0.49,2.96,0.67,2.89,0.36,2.85,0.11,1.67,80.8,2.96,0.47,2.93,0.35,3.04,0.23,0.96,1.06,1.28
光洋科,"=""1785""",65.6,63.9,69.3,71.0,67.45,48.4,0.27,57.6,0.77,59.5,0.69,60.8,0.1,1.83,60.7,63.1,0.73,76,0.62,76.2,0.77,22.69,30.19,29.17
科妍,"=""1786""",90.5,92.5,92.0,45.7,80.175,1.2,0.5,1.83,0.77,2.06,0.81,2.03,0.59,2.66,123.5,1.95,0.76,2.11,1.0,2.22,0.82,0.81,0.82,0.93
杏昌,"=""1788""",87.4,77.3,77.9,77.6,80.05,9.73,2.11,9.56,2.08,9.84,1.97,9.82,1.9,8.01,141.5,9.65,2.16,11,2.45,10.1,1.85,3.37,3.02,3.64
神隆,"=""1789""",83.3,80.0,155.0,139.0,114.325,6.48,0.05,7.55,0.07,6.6,0.04,11.2,0.2,0.36,22.35,8.83,0.18,7.62,0.09,7.24,0.03,2.28,2.14,5.95
美時,"=""1795""",29.6,29.9,35.1,8.29,25.7225,45.2,4.58,44.4,4.85,45.7,4.76,34.2,1.53,15.72,256.5,42,3.96,47.4,5.09,52.3,5.98,18.85,10.61,14.63
金穎生技,"=""1796""",66.4,66.4,69.0,51.9,63.425,1.84,0.73,2.32,1.13,1.95,0.82,1.83,0.33,3.01,42.1,1.18,-0.2,1.16,-0.15,1.32,-0.27,0.52,0.48,0.55
易威,"=""1799""",0.0,0.0,0.0,0.0,0.0,0.37,-0.43,0.69,-0.22,0.68,-0.24,0.97,-0.39,-1.27,59.7,0.73,-0.41,1.23,-0.18,1.9,-0.05,0.48,0.38,0.68
台玻,"=""1802""",0.0,0.0,46.1,58.8,26.225,97.7,-0.29,114.0,0.0,124.0,0.11,120.0,0.17,0.01,16.9,98.7,-0.09,110.0,-0.06,101.0,-0.38,36.51,38.87,39.97
寶徠,"=""1805""",0.0,0.0,0.0,0.0,0.0,0.02,-0.31,0.79,-0.14,0.63,-0.02,0.01,-0.9,-1.55,14.75,0.02,0.2,0.02,0.42,0.01,0.17,0.0,4.2,2.0
潤隆,"=""1808""",17.6,171.0,46.9,62.5,74.5,30.7,1.89,44.6,3.0,169,9.2,62.2,2.98,17.08,35.95,13.5,0.75,52.6,3.82,19.8,0.45,1.19,0.11,0.67
中釉,"=""1809""",-200.0,65.8,100.0,-55.6,-22.45,5.22,-0.08,5.91,0.02,6.22,0.01,6.22,-0.05,-0.1,19.0,5.91,0.11,6.19,0.04,5.62,0.12,1.93,2.12,2.38
和成,"=""1810""",333.0,43.5,6.01,83.3,116.4525,11.0,-0.04,13.0,0.03,12.1,-0.04,12.6,0.11,0.06,16.15,11.3,-0.06,12.6,0.09,11.6,0.16,4.16,4.21,4.59
寶利徠,"=""1813""",208.0,357.0,-179.0,,96.5,0.9,0.08,0.96,0.24,0.92,0.34,0.83,-0.42,0.24,17.65,0.8,0.41,0.81,-0.24,0.77,-0.21,0.25,0.25,0.23
富喬,"=""1815""",0.0,143.0,42.0,0.0,46.25,9.39,-0.07,7.74,-0.34,7.78,-0.24,7.09,-0.8,-1.44,28.9,7.63,-0.13,10.8,-0.01,11.2,-0.03,3.89,4.27,4.71
凱撒衛,"=""1817""",55.0,56.9,65.1,65.8,60.7,5.04,0.46,6.52,0.64,6.31,0.82,7.14,1.35,3.27,42.7,5.76,0.93,7.23,1.12,7.15,1.01,2.48,2.32,2.98
士紙,"=""1903""",0.0,0.0,0.0,0.0,0.0,0.44,-0.14,0.43,-0.09,0.42,0.63,0.42,-0.07,0.33,50.9,0.42,-0.05,0.37,-0.06,0.38,0.12,0.12,0.14,0.14
正隆,"=""1904""",60.2,48.5,53.1,53.6,53.85,102,0.31,104,-0.02,103,0.12,113,0.42,0.83,19.4,101,0.25,107,0.14,125,0.05,36.25,37.19,45.37
華紙,"=""1905""",0.0,73.2,90.2,0.0,40.85,54.7,-0.16,50.5,-0.35,49.8,-0.17,54.6,0.14,-0.53,16.4,52.8,0.04,54.1,-0.17,50.2,0.07,15.87,16.35,18.47
寶隆,"=""1906""",108.0,123.0,22.2,32.2,71.35,8.07,-0.28,9.07,0.51,8.17,0.16,8.61,-0.2,0.2,13.85,9.36,0.3,7.86,-0.12,7.56,-0.19,2.95,2.65,1.74
永豐餘,"=""1907""",81.8,68.7,47.9,47.8,61.55,175,0.0,181,0.12,185,0.68,197,0.3,1.1,29.7,179,0.17,197,0.01,201,0.47,64.96,68.9,73.13
榮成,"=""1909""",0.0,-14.9,124.0,33.6,35.675,108.0,-0.48,119.0,-0.25,116.0,-0.09,123.0,0.04,-0.77,11.15,107.0,0.0,126.0,0.1,118.0,-0.2,43.44,41.76,42.38
中鋼,"=""2002""",318.0,87.0,77.1,600.0,270.525,913.0,-0.05,954.0,0.06,882.0,-0.05,884.0,0.14,0.11,20.1,938.0,0.04,946.0,0.09,856.0,-0.01,279.4,290.22,296.32
東和鋼鐵,"=""2006""",64.8,64.0,108.0,42.6,69.85000000000001,134,1.55,157,1.49,154,1.59,165,1.84,6.48,67.9,148,1.5,154,1.59,149,1.48,45.62,48.41,55.71
燁興,"=""2007""",0.0,0.0,0.0,0.0,0.0,13.7,-0.27,13.3,-0.57,10.9,-0.46,12.2,-0.55,-1.85,9.45,14.2,-0.42,18.8,-0.55,19.4,-0.56,6.25,5.21,5.11
高興昌,"=""2008""",44.6,94.0,0.0,0.0,34.65,4.32,0.3,3.38,1.72,3.67,0.22,3.23,0.0,2.24,28.8,3.53,0.0,3.92,0.18,3.46,0.16,1.14,1.12,1.42
第一銅,"=""2009""",0.0,72.7,84.7,364.0,130.35,6.28,0.01,6.23,-0.17,6.73,0.21,7.23,-0.09,-0.03,36.9,6.51,0.0,8.89,0.15,7.97,0.6,2.49,2.98,2.44
春源,"=""2010""",74.1,63.2,69.1,75.9,70.575,48.9,0.32,53.7,0.31,56.7,0.33,52.7,0.4,1.35,17.85,52.3,0.31,62,0.38,61.7,0.47,20.37,22.25,21.45
春雨,"=""2012""",67.5,86.3,57.0,62.4,68.3,20.5,0.22,20.3,0.12,21.7,0.11,22.2,0.46,0.91,25.25,20.2,0.23,22,0.55,23.8,0.15,8.57,9.07,7.98
中鋼構,"=""2013""",70.9,71.1,80.3,85.9,77.05000000000001,48.8,0.48,51.6,0.61,41.9,0.67,46,0.92,2.68,50.4,46.4,0.59,47.2,0.69,48.9,0.73,17.13,17.31,19.94
中鴻,"=""2014""",90.9,-50.7,63.3,81.1,46.15,95.2,0.28,97.3,-0.15,94.0,-0.08,91.1,0.06,0.11,18.85,91.5,0.04,81.6,-0.19,67.1,-0.42,20.46,22.11,21.91
豐興,"=""2015""",85.8,75.8,72.0,77.8,77.85,87.4,1.01,90,1.06,80.6,0.91,90.8,1.1,4.08,67.3,85,1.03,90.2,1.33,81.8,0.78,25.48,28.01,33.37
官田鋼,"=""2017""",0.0,58.0,30.3,750.0,209.575,6.66,-0.13,7.92,-0.26,8.91,-0.12,6.79,-0.22,-0.68,11.0,7.27,0.62,8.61,-0.02,8.85,-0.1,2.74,3.05,2.29
美亞,"=""2020""",41.7,83.3,85.2,96.6,76.69999999999999,16.5,0.75,20.9,0.69,18.2,1.45,14.5,1.91,4.8,27.8,14.2,1.72,14.2,0.69,12.3,0.72,4.14,3.91,3.62
聚亨,"=""2022""",83.3,0.0,0.0,0.0,20.825,20.4,0.18,22.2,-0.06,23.4,-0.11,18.2,0.18,0.24,8.84,20.2,0.18,19.8,-0.11,19.7,-0.19,6.56,6.33,6.82
燁輝,"=""2023""",-36.4,73.5,18.2,0.0,13.825,176.0,0.01,184.0,-0.08,189.0,-0.02,184.0,-0.46,-0.55,15.5,195.0,0.02,199.0,-0.05,167.0,-0.39,58.21,58.59,61.32
志聯,"=""2024""",0.0,72.9,81.6,89.3,60.95,2.42,-0.14,1.86,-0.16,2.36,-0.1,2.52,-0.16,-0.56,20.2,2.44,0.01,2.98,0.05,2.61,-0.01,0.9,1.05,0.99
千興,"=""2025""",0.0,0.0,0.0,0.0,0.0,1.4,-0.05,0.27,1.31,2.76,-0.01,2.96,-0.43,0.81,10.7,2.95,-0.26,2.25,0.07,1.7,-0.37,0.95,1.5,1.24
大成鋼,"=""2027""",52.2,38.5,31.2,-182.0,-15.025,290,0.86,264,0.7,242,0.55,217,0.2,2.3,33.9,232,0.47,241,0.4,217,0.13,80.49,67.89,64.23
威致,"=""2028""",0.0,66.9,47.9,0.0,28.700000000000003,32.1,0.54,27.3,0.47,18.1,-0.09,27.4,0.36,1.28,21.4,28.7,0.45,26.3,0.31,23.3,0.08,8.4,7.62,7.57
盛餘,"=""2029""",64.1,65.6,64.7,64.9,64.82499999999999,28.7,0.5,29.4,0.21,31.2,0.68,34.6,0.56,1.95,24.35,33,0.49,33.1,0.48,33.6,0.26,9.77,13.46,14.01
彰源,"=""2030""",278.0,56.8,46.6,132.0,128.35000000000002,32.3,0.53,34.6,-0.36,31.6,0.05,30.0,-0.04,0.18,16.4,28.7,-0.11,34.1,0.41,31.2,0.36,9.01,10.08,10.86
新光鋼,"=""2031""",58.3,81.3,46.4,71.4,64.35,36.3,1.38,38.7,1.36,44.4,1.33,41.3,1.08,5.15,46.7,34.7,2.31,36.7,4.53,33.6,-2.09,12.63,11.32,16.98
新鋼,"=""2032""",0.0,69.0,92.2,91.4,63.15,7.37,-0.06,6.79,-0.1,7.25,0.07,7.21,-0.07,-0.16,13.9,6.67,0.13,7.32,0.19,7.39,0.01,2.86,2.77,2.67
佳大,"=""2033""",0.0,0.0,111.0,120.0,57.75,1.48,-0.08,1.55,-0.01,1.33,0.0,1.51,0.05,-0.04,22.5,1.36,0.04,1.49,0.05,1.36,0.06,0.43,0.6,0.54
允強,"=""2034""",-263.0,129.0,52.4,142.0,15.1,38.9,0.21,38.1,0.46,40.7,-0.42,34.6,-0.63,-0.38,20.05,31.0,0.1,35.4,0.06,38.0,0.01,13.19,14.39,13.29
唐榮,"=""2035""",0.0,0.0,0.0,0.0,0.0,31.5,0.03,28.9,-1.4,25.3,-0.55,21.3,-1.3,-3.22,31.3,26.2,-0.52,30.8,-0.04,32.0,-0.72,12.86,11.68,8.37
海光,"=""2038""",0.0,0.0,59.1,57.5,29.15,23.6,0.28,22.7,0.16,21.5,0.0,26.0,-0.15,0.28,16.55,22.8,0.24,23.0,0.04,24.8,-0.09,7.3,8.47,10.86
上銀,"=""2049""",43.5,42.4,43.4,33.1,40.6,57.3,1.26,65.8,1.77,65.6,1.78,57.6,0.94,5.75,292.0,55.1,1.12,61.8,1.65,63.3,1.88,21.73,21.4,20.63
川湖,"=""2059""",50.0,47.0,50.0,50.1,49.275,11.6,4.8,13.1,7.5,14.2,10.31,18.6,5.77,28.38,1485.0,19.4,14.55,25.2,15.29,25.8,12.12,9.62,10.13,11.22
風青,"=""2061""",0.0,0.0,-5532.0,0.0,-1383.0,2.06,0.12,2.22,-0.38,2.25,0.24,2.35,-0.52,-0.54,17.85,2.18,0.03,3.36,0.61,2.93,-0.4,1.06,1.13,1.25
橋椿,"=""2062""",51.0,27.2,20.2,-17.0,20.35,15.1,-0.2,19.1,0.5,20.2,0.72,21.2,0.56,1.57,31.65,19.9,0.73,20.4,1.07,18.1,0.38,5.53,4.77,7.0
世鎧,"=""2063""",0.0,68.7,59.7,74.6,50.75,2.9,0.88,4.13,1.68,4,1.7,3.25,0.69,4.95,33.3,2.94,0.83,2.94,0.51,2.6,0.12,0.77,0.91,1.1
晉椿,"=""2064""",0.0,87.7,55.2,-33.6,27.325000000000003,3.67,-0.63,3.43,-0.08,3.52,-0.22,3.68,-0.43,-1.36,14.9,3.55,-0.07,4.37,0.14,4.23,-0.23,1.46,1.47,1.36
世豐,"=""2065""",0.0,69.7,79.2,42.7,47.900000000000006,6.73,1.68,5.17,1.08,5.08,1.46,6.26,0.93,5.12,50.5,5.81,1.38,6.05,1.01,5.95,0.61,1.63,1.76,2.02
世德,"=""2066""",42.4,51.9,31.8,48.4,43.625,7.34,2.05,6.96,2.05,6.78,2.14,6.68,1.88,8.08,79.7,7.39,2.9,7.11,1.96,6.8,1.3,2.41,2.06,1.87
嘉鋼,"=""2067""",0.0,0.0,0.0,0.0,0.0,2.96,0.01,3.32,0.01,2.92,0.0,2.4,-0.77,-0.76,11.0,2.32,-0.87,2.58,-0.61,2.47,-0.6,0.83,0.88,1.0
運錩,"=""2069""",-55.6,86.2,46.5,212.0,72.275,29.2,-0.23,30.9,-0.56,30.5,-0.29,27.7,0.19,-0.9,16.45,24.7,-0.51,28.4,0.78,26.8,0.59,8.95,8.02,10.34
精湛,"=""2070""",69.2,89.9,41.6,-69.0,32.925000000000004,1.27,0.1,1.4,0.2,1.48,0.66,2.07,1.3,2.25,64.8,1.47,0.67,1.83,0.98,2.11,0.61,0.58,0.65,0.52
雄順,"=""2073""",122.0,92.8,76.3,,72.775,1.33,0.32,1.25,-0.02,1.16,-0.11,1.43,0.33,0.49,27.0,1.4,0.2,1.53,0.23,1.43,-0.06,0.39,0.57,0.59
南港,"=""2101""",0.0,0.0,0.0,57.9,14.475,17.1,-0.07,20.5,0.12,21.2,-0.01,19.7,0.11,0.16,44.45,19.7,0.01,24.0,0.65,87.8,3.12,7.65,6.31,6.8
泰豐,"=""2102""",0.0,0.0,0.0,8.33,2.0825,2.76,-1.07,1.12,-0.61,0.46,-0.51,0.45,-1.58,-3.76,18.3,0.56,-0.19,0.58,-0.15,0.76,-0.27,0.31,0.29,0.18
台橡,"=""2103""",68.3,50.0,50.4,-1200.0,-257.825,81.1,0.31,77.4,0.05,76.9,0.19,78.8,0.27,0.82,20.3,87.5,0.32,89.4,0.39,99.3,0.43,34.48,30.77,30.63
